id,tanggal,platform,link url,teks,label,unnamed: 6,label.1,ciri-ciri kalimat,contoh,panjang_teks,jumlah_kata,teks_clean
404,2024-02-03 00:00:00,X / Twitter,https://x.com/WagimanDeep212_/status/1763775683338310133,"👨‍🦰 Makan siang gratis 15 rebu dapet menu apa?... 🧔 Tergantung ente sekolah di zonasi mana - Jakarta : Nasi, Sayur, Telor, Tempe orek - Jateng : Nasi, Daging ayam, Sayur, Tempe/Tahu, kerupuk - Papua : Nasi, Mie Instan separo https://t.co/j0MquT6QMO",Netral,,,,,248,41,makan siang gratis rebu dapet menu apa gantung ente sekolah zonasi mana jakarta nasi sayur telor tempe orek jateng nasi daging ayam sayur tempe tahu kerupuk papua nasi mie instan paro
405,21/06/2026,X / Twitter,https://x.com/onnhafiz/status/2068677951198265531,"Syukur Alhamdulillah, saya berkesempatan mengadakan lawatan ke SJKT Taman Tun Aminah, Skudai yang menempatkan seramai 1,526 murid dengan sokongan 82 guru, yang memainkan peranan penting dalam melahirkan generasi muda berilmu dan berdaya saing. Sepanjang tempoh 2022 hingga 2026, Kerajaan Negeri telah menyalurkan peruntukan lebih RM60 ribu kepada SJKT Taman Tun Aminah bagi pelbagai keperluan termasuk menaik taraf bilik guru, pembelian Smart TV, pelaksanaan aktiviti sekolah serta bantuan kepada PIBG. Semasa lawatan, saya turut meluangkan masa berinteraksi dan mendengar sendiri pandangan para pelajar. Saya percaya setiap anak Johor mempunyai potensi untuk berjaya apabila diberikan peluang, bimbingan dan sokongan yang sewajarnya. Semoga pendidikan yang berkualiti terus membuka lebih banyak peluang kepada anak-anak Johor untuk membina masa depan yang lebih baik, seterusnya melahirkan generasi yang mampu menyumbang kepada kemajuan negeri. Insya-Allah. Allah Peliharakan Sultan Allah Berkati Johor Kepada Allah Kita Berserah #BangsaJohor #MajuJohor #JohorBersih #JohorSelamat #XtifJohor",Netral,,,,,1092,143,syukur alhamdulillah sempat ada lawat sjkt taman tun aminah skudai tempat serama murid sokong guru main peran penting lahir generasi muda beril daya saing panjang tempoh hingga raja negeri salur untuk ribu sjkt taman tun aminah pelbagai perlu masuk naik taraf bilik guru beli smart laksana aktiviti sekolah bantu pibg masa lawat turut luang masa interaksi dengar sendiri pandang ajar percaya anak johor punya potensi jaya apabila beri peluang bimbing sokong wajar moga didik alit terus buka banyak peluang anak anak johor bina masa depan baik lahir generasi mampu sumbang maju negeri insya allah allah pelihara sultan allah berkat johor allah serah
406,2021-04-05 00:00:00,X / Twitter,https://x.com/schfess/status/1389540877530447874,Sch! Sekolah terhalang zonasi is another level of heartbroken https://t.co/APggyaK88l,Negatif,,,,,85,10,sch sekolah halang zonasi another level heartbroken
407,2021-03-12 00:00:00,X / Twitter,https://x.com/schfess/status/1466692285056176131,"Sch! Hari gini masih ada yg bilang kalau ""semua sekolah sama aja karena zonasi, gak ada sekolah fav"" heyy PTN aja masih pandang sekolah fav😂 https://t.co/s8jB80zUfK",Negatif,,,,,164,26,sch hari bilang semua sekolah sama zonasi sekolah fav heyy ptn pandang sekolah fav
408,24/06/2026,X / Twitter,https://x.com/RadioElshinta/status/2069612147903238413,"Film Sekolah Rakyat Segera Hadir, Angkat Kisah Dramatis Jakarta - Pemerintah bersama platform Penjaga Harapan berkolaborasi menghadirkan Film Sekolah Rakyat. Film berdurasi sekitar 25 menit tersebut akan diproduksi dengan pendekatan dramatik yang menonjolkan transformasi dari keterbatasan menuju harapan, tanpa mengeksploitasi penderitaan. Doni Adhitia, Koordinator Konten Penjaga Harapan, mengatakan bahwa proyek ini bukan sekadar produksi film, melainkan kerja kolaboratif untuk membawa nilai program ke ruang publik. “Kami berharap film ini menjadi kerja bersama untuk membawa nilai ideologis Sekolah Rakyat kepada masyarakat. Ini bukan sekadar cerita, tapi upaya menghadirkan empati dan pemahaman bahwa program ini benar-benar menyentuh kehidupan masyarakat,” ujarnya dalam audiensi perwakilan Kementerian Sekretariat Negara bersama tim kreatif Penjaga Harapan dengan Wakil Menteri Sosial Agus Jabo Priyono di Kantor Kementerian Sosial, Selasa (23/6/2026). Hadir dalam audiensi tersebut Direktur Utama Penjaga Harapan Wildanshah, Direktur Perkumpulan Warga Muda I Putu Arya, Art Director Maulana Wedy Irkham, Sutradara Bethap Virga Kiswanata, serta Produser Kiky Malik. Menanggapi rencana tersebut, Wamensos Agus Jabo menyatakan dukungan penuh dan menekankan pentingnya hasil yang berdampak. “Kalau ini kita mulai, harus berhasil. Ini bukan sekadar produksi, tapi bagaimana masyarakat bisa melihat bahwa negara hadir dan memberi harapan,” tegasnya. Kemensos juga membuka dukungan yang diperlukan dalam proses produksi, termasuk akses lokasi, data, serta koordinasi dengan unit terkait. Dalam pertemuan tersebut, Agus Jabo menegaskan bahwa Sekolah Rakyat merupakan instrumen negara untuk membuka akses pendidikan bagi anak-anak dari keluarga prasejahtera, bukan tujuan akhir semata. “Sekolah Rakyat ini bukan tujuan, tapi alat yang disediakan negara agar anak-anak dari keluarga miskin bisa mewujudkan cita-citanya dan keluarganya bisa tergraduasi dari kemiskinan,” ujarnya. Ia menjelaskan, mayoritas siswa Sekolah Rakyat berasal dari keluarga desil 1 dan desil 2 DTSEN dengan kondisi ekonomi sangat terbatas. Melalui konsep boarding school, program ini menghadirkan akses pendidikan yang layak tanpa terkendala zonasi maupun keterbatasan geografis. Film yang diinisiasi melalui platform Penjaga Harapan ini dirancang sebagai medium penyampaian nilai dan pesan program kepada masyarakat luas. Cerita akan mengangkat perjalanan seorang anak dari keluarga sederhana yang semula harus bekerja, hingga akhirnya mendapatkan kesempatan bersekolah. Wildanshah, selaku Direktur Utama Penjaga Harapan menyampaikan bahwa inisiatif ini penting sebagai jembatan komunikasi kebijakan kepada publik. “Kami melihat film ini sebagai bagian dari upaya menyampaikan program pemerintah secara lebih membumi dan mudah dipahami masyarakat. Substansi program tetap milik negara, dan pendekatan kreatif seperti ini menjadi pelengkap untuk memperluas jangkauan pesan,” ujar Wildanshah. Film akan diproduksi dengan durasi sekitar 25 menit. Selain itu, akan disiapkan versi singkat berdurasi 30 detik sebagai trailer untuk distribusi di berbagai kanal publik seperti videotron. Produksi film ini diharapkan dapat memperluas keterlibatan komunitas perfilman dalam menyampaikan program strategis pemerintah, sekaligus memperkuat pemahaman publik bahwa peningkatan kualitas sumber daya manusia merupakan kunci dalam pengentasan kemiskinan. Film ini merupakan karya kolaboratif yang mengangkat kisah anak dari keluarga miskin ekstrem yang berjuang mengakses pendidikan. Dengan latar wilayah seperti Cariu dan sekitarnya, cerita menampilkan transformasi kehidupan seorang anak dari kondisi harus bekerja setiap hari, hingga akhirnya memperoleh kesempatan belajar di Sekolah Rakyat. Mengusung pesan “dari gelap menuju terang”, film ini menitikberatkan pada: •Harapan baru bagi anak-anak dari keluarga prasejahtera •Akses pendidikan tanpa hambatan ekonomi dan zonasi •Pembentukan karakter, keterampilan, dan kepercayaan diri •Peran negara dalam memuliakan masyarakat miskin Produksi direncanakan berlangsung selama tiga hari dengan pendekatan berbasis riset dan konsultasi bersama Kemensos serta komunitas film. Keterangan Foto: Wakil Menteri Sosial Agus Jabo Priyono menerima audiensi perwakilan Kemensetneg bersama tim Penjaga Harapan di Kantor Kementerian Sosial RI, membahas rencana produksi film Sekolah Rakyat, Selasa (23/6/2026). Biro Humas Kemensos / Bayu Aprianto @KemensosRI #KemensosSelaluAda",Netral,,,,,4474,573,film sekolah rakyat segera hadir angkat kisah dramatis jakarta perintah sama platform jaga harap kolaborasi hadir film sekolah rakyat film durasi menit sebut produksi dekat dramatik tonjol transformasi batas tuju harap eksploitasi derita doni adhitia koordinator konten jaga harap kata proyek sekadar produksi film kerja kolaboratif bawa nilai program ruang publik harap film jadi kerja sama bawa nilai ideologis sekolah rakyat masyarakat sekadar cerita upaya hadir empati paham program benar benar sentuh hidup masyarakat ujar audiensi wakil menteri sekretariat negara sama tim kreatif jaga harap wakil menteri sosial agus jabo priyono kantor menteri sosial selasa hadir audiensi sebut direktur utama jaga harap wildanshah direktur kumpul warga muda putu arya art director maulana wedy irkham sutradara bethap virga kiswanata produser kiky malik tanggap rencana sebut wamensos agus jabo nyata dukung penuh tekan penting hasil dampak mulai hasil sekadar produksi bagaimana masyarakat lihat negara hadir beri harap tegas kemensos buka dukung perlu proses produksi masuk akses lokasi data koordinasi unit kait temu sebut agus jabo tegas sekolah rakyat rupa instrumen negara buka akses didik anak anak keluarga prasejahtera tuju akhir semata sekolah rakyat tuju alat sedia negara anak anak keluarga miskin wujud cita cita keluarga tergraduasi miskin ujar jelas mayoritas siswa sekolah rakyat asal keluarga desil desil dtsen kondisi ekonomi sangat batas lalu konsep boarding school program hadir akses didik layak kendala zonasi maupun batas geografis film inisiasi lalu platform jaga harap rancang medium sampai nilai pesan program masyarakat luas cerita angkat jalan orang anak keluarga sederhana mula kerja hingga akhir dapat sempat sekolah wildanshah selaku direktur utama jaga harap sampai inisiatif penting jembatan komunikasi bijak publik lihat film bagi upaya sampai program perintah bumi mudah paham masyarakat substansi program tetap milik negara dekat kreatif jadi lengkap luas jangkau pesan ujar wildanshah film produksi durasi menit siap versi singkat durasi detik trailer distribusi bagai kanal publik videotron produksi film harap luas libat komunitas film sampai program strategis perintah sekaligus kuat paham publik tingkat kualitas sumber daya manusia rupa kunci entas miskin film rupa karya kolaboratif angkat kisah anak keluarga miskin ekstrem juang akses didik latar wilayah cariu sekitar cerita tampil transformasi hidup orang anak kondisi kerja hari hingga akhir oleh sempat ajar sekolah rakyat usung pesan gelap tuju terang film menitikberatkan harap baru anak anak keluarga prasejahtera akses didik hambat ekonomi zonasi bentuk karakter terampil percaya diri peran negara mulia masyarakat miskin produksi rencana langsung lama tiga hari dekat bas riset konsultasi sama kemensos komunitas film terang foto wakil menteri sosial agus jabo priyono terima audiensi wakil kemensetneg sama tim jaga harap kantor menteri sosial bahas rencana produksi film sekolah rakyat selasa biro humas kemensos bayu aprianto
409,23/06/2026,X / Twitter,https://x.com/miyaszhm/status/2069355494544937422,Paling sebel itu seleksi via zonasi. Di kecamatan cuma ada 1 SMA dan 2 SMK tapi lokasi rumah jauh dari semua sekolah. Terus kita harus gimana? Idealnya zonasi kan kita sekolah di kecamatan kita tinggal biar gak terlalu jauh,Negatif,,,,,223,39,paling sebel seleksi zonasi camat cuma sma smk lokasi rumah jauh semua sekolah terus harus gimana ideal zonasi sekolah camat tinggal biar terlalu jauh
410,25/06/2026,X / Twitter,https://x.com/studeezsy/status/2070099050335195481,Guys…. Aku… lolos unesa…. Ya Allah makasih atas segala nikmat Mu yaAllah… semoga ini jadi pembuka jalan yang lain… 🥹🤍 https://t.co/Om2AjAULjA,Netral,,,,,141,21,guys aku lolos unesa allah makasih atas segala nikmat yaallah moga buka jalan
411,2024-07-04 00:00:00,X / Twitter,https://x.com/schfess/status/1776936992871506244,"PPDB ZONASI GAGAL WHY? TUJUAN ZONASI ADALAH UNTUK MEMERATAKAN SEKOLAH DAN MENGHAPUS STIGMA SEKOLAH FAVORIT TAPI NYATANYA ""SEKOLAH FAVORIT"" LEBIH DILIRIK UNTUK LULUS SNBP PTN! DARIPADA NON FAVORIT 🤣🤣🤣🤣🤣🤣🤣 sch!",Negatif,,,,,208,30,ppdb zonasi gagal why tuju zonasi perata sekolah hapus stigma sekolah favorit nyata sekolah favorit lirik lulus snbp ptn non favorit sch
412,22/06/2026,X / Twitter,https://x.com/125Japstyle/status/2069049409577640293,"Pengen anak masuk sekolah favorit lewat jalur zonasi? ❌ Lewat jalur prestasi atau domisili asli. Numpang KK nenek 74 tahun yang gak dikenal sampe bansosnya kehapus? (Lurah approved!) ​Plot twist tersedih tahun ini: Gak punya hubungan darah, gak pernah ketemu, tau-tau Mbah Tukiyem punya cucu anak pejabat kelurahan. Berbakti kagak, bikin bansos ilang iya. ​Ingat gaes, ""minta maaf"" adalah kunci. Habis ketahuan, tinggal bilang maaf, urusan selesai? Oh tentu tidak, Pemkot Bengkulu lagi otw investigasi nih. Mari kita kawal!",Negatif,,,,,523,79,ken anak masuk sekolah favorit lewat jalur zonasi lewat jalur prestasi domisili asli numpang nenek tahun kenal sampe bansosnya hapus lurah approved plot twist sedih tahun punya hubung darah pernah ketemu tau tau mbah tukiyem punya cucu anak jabat lurah bakti kagak bikin bansos ilang iya ingat gaes minta maaf kunci habis tahu tinggal bilang maaf urus selesai pemkot bengkulu otw investigasi kita kawal
414,26/08/2022,X / Twitter,https://x.com/sbmptnfess/status/1563088867133050880,"ptn! menurut pendapat pribadi aku, ini ril efek pemerataan sekolah aka zonasi, ini aku ambil contoh SMA bogor. top 3 SMA Negeri nya (1, 3,5) jatoh semua, mana jatohnya jauh banget ratusan gituu, trus SMA Negeri yang sebelumnya dibawah, naik. cmiiw yaa. https://t.co/qQKBDn3gT2",Negatif,,,,,276,43,ptn dapat pribadi aku ril efek perata sekolah aka zonasi aku ambil contoh sma bogor top sma negeri jatoh semua mana jatohnya jauh ratus gituu trus sma negeri belum bawah naik cmiiw yaa
415,2026-05-04 00:00:00,X / Twitter,https://x.com/bardanslm/status/2040593642470162802,"""Politik ga ngaruh buat kehidupanku!!!"" di saya: - PPN naik --> tagihan fb ads naik - jam anak masuk sekolah --> menentukan saya bangun jam berapa, mandi jam berapa, nge twit jam berapa, kerja jam berapa - sistem zonasi sekolah --> yg awalnya anak mau sekolah di negeri mikir 2 kali, apa kualitas sekolahnya cukup baik? opsi lain di swasta dan harus siapkan budget lebih kira2 apa kebijakan pemerintah konoha yg berdampak langsung ke kamu???",Negatif,,,,,441,75,politik ngaruh buat hidup ppn naik tagih ads naik jam anak masuk sekolah tentu bangun jam berapa mandi jam berapa nge twit jam berapa kerja jam berapa sistem zonasi sekolah awal anak mau sekolah negeri mikir kali apa kualitas sekolah cukup baik opsi swasta siap budget kira apa bijak perintah konoha dampak langsung kamu
416,2026-02-04 00:00:00,X / Twitter,https://x.com/Galihholic_87/status/2039521494452277514,@SeekHustle Gw iri banget sama sekolah2 yg ga tersentuh zonasi ini padahal negeri .. sementara sekolah negeri sekarang jadi ancur gara zonasi .. mau bikin program bagus2 ga efektif karena siswanya ga kompeten ..,Negatif,,,,,211,34,iri sama sekolah sentuh zonasi padahal negeri sekolah negeri sekarang ancur gara zonasi mau bikin program bagus efektif siswa kompeten
417,2024-06-04 00:00:00,X / Twitter,https://x.com/sbmptnfess/status/1776581872845271471,"PPDB ZONASI GAGAL WHY? TUJUAN ZONASI ADALAH UNTUK MEMERATAKAN SEKOLAH DAN MENGHAPUS STIGMA SEKOLAH FAVORIT TAPI NYATANYA ""SEKOLAH FAVORIT"" LEBIH DILIRIK UNTUK LULUS SNBP PTN! DARIPADA NON FAVORIT 🤣🤣🤣🤣🤣🤣🤣",Negatif,,,,,203,29,ppdb zonasi gagal why tuju zonasi perata sekolah hapus stigma sekolah favorit nyata sekolah favorit lirik lulus snbp ptn non favorit
418,2026-09-03 00:00:00,X / Twitter,https://x.com/bardanslm/status/2031107823904633103,"habis ngobrol sama saudara, di jepang hidup berkeluarga enak karna: - day care gratis (syarat suami kerja dan istri ada kegiatan, bahkan istri kegiatan belajar bahasa jepang aja bisa) - lahiran dibayarin - setelah anak lahir dikasih uang buat beli stroller dll - sekolah gratis - kalau anak minimal 3, semua anak kuliah gratis - setiap anak dapet uang tambahan setiap bulan - kualitas sekolah bagus dan merata, sistem zonasi teraplikasikan dengan baik. jadi lingkungan rumah teman sekolah. - vaksin2 anak gratis - asuransi pemerintah bayar, tapi kesehatan jd bagus dan murah (mostly gratis ke cover asuransi) sodara saya part time ngajar di sekolah dapet 20 juta sebulan, beda bgt sama guru honorer di indo 😭 please saya cukup jadi #marketingKUA enggak mau jadi #marketingjepang 😭",Netral,,,,,780,126,habis ngobrol sama saudara jepang hidup keluarga enak karna day care gratis syarat suami kerja istri giat bahkan istri giat ajar bahasa jepang lahir dibayarin anak lahir kasih uang buat beli stroller sekolah gratis anak minimal semua anak kuliah gratis anak dapet uang tambah bulan kualitas sekolah bagus rata sistem zonasi aplikasi baik lingkung rumah teman sekolah vaksin anak gratis asuransi perintah bayar sehat bagus murah mostly gratis cover asuransi sodara part time ngajar sekolah dapet juta bulan beda sama guru honorer indo please cukup enggak mau
419,23/06/2026,X / Twitter,https://x.com/ZSyarja/status/2069320412660732390,"Gedung sekolah modern, puskesmas keliling, dan pasar warga memacu perputaran ekonomi setempat di wilayah pelosok. Tingkatkan Ketahanan Bangsa https://t.co/1Fepyux2vk",Netral,,,,,165,19,gedung sekolah modern puskesmas keliling pasar warga pacu putar ekonomi tempat wilayah pelosok tingkat tahan bangsa
420,17/08/2020,X / Twitter,https://x.com/TirtoID/status/1295276680240455680,Ketua IDAI Aman Pulungan menolak pembukaan sekolah berdasarkan zonasi. Ia menilai zonasi tak menjamin keamanan lantaran anak yang meninggal karena COVID-19 masih banyak. 😭😭 https://t.co/ZjDNt8hS77,Netral,,,,,196,25,ketua ida aman pulung tolak buka sekolah dasar zonasi nilai zonasi tak jamin aman lantar anak tinggal covid banyak
421,25/06/2026,X / Twitter,https://x.com/jokigizi_no1/status/2070089087395213507,"on progresss syududuuu 🥰🫶🏻 Minggu ini ada beberapa project, aku kasi kuota 2 tugas lagi aja ya untuk minggu depan, Booking chat admin 🥰💗 +62 851-9065-0241 (admin 2) #joki #jokigizi #jokitugaskuliah #jokitugas #scoopingreview #jokiskripsi https://t.co/t4Dd0sabaC",Netral,,,,,261,35,progresss syududuuu minggu beberapa project aku kasi kuota tugas minggu depan booking chat admin admin
422,19/10/2024,X / Twitter,https://x.com/AlfianBahri47/status/1847479816930644444,"Ada orang, bahas zonasi sekolah. Zonasi untuk pemerataan kualitas, bla bla bla Coba tanya, anak si pembicara itu sekolah di mana? Sekolah ikut jalur zonasi atau dana pribadi?",Negatif,,,,,174,28,orang bahas zonasi sekolah zonasi perata kualitas bla bla bla coba tanya anak bicara sekolah mana sekolah ikut jalur zonasi dana pribadi
423,25/06/2026,X / Twitter,https://x.com/bsi_cilebut/status/2070092311049253261,"STOP KEKERASAN DI LINGKUNGAN KAMPUS! Kampus adalah tempat belajar, berkembang, dan berkarya. Mari bersama menciptakan lingkungan akademik yang aman, nyaman, inklusif, serta bebas dari segala bentuk kekerasan, baik fisik, verbal, psikis, maupun seksual. https://t.co/5RFGpOgqmn",Netral,,,,,276,34,stop keras lingkung kampus kampus tempat ajar kembang karya sama cipta lingkung akademik aman nyaman inklusif bebas segala bentuk keras baik fisik verbal psikis maupun seksual
424,22/10/2024,X / Twitter,https://x.com/zakkafm/status/1848618245802365289,Alasan saya nggak suka sistem zonasi: Menurunkan kualitas sekolah yang bagus secara signifikan dan hanya menaikkan sedikit kualitas sekolah yang kurang bagus. Legenda: Biru = before zonasi Merah = after zonasi Garis putus-putus = rata-rata https://t.co/CuJSn9i6Z9,Negatif,,,,,263,36,alas suka sistem zonasi turun kualitas sekolah bagus signifikan naik sedikit kualitas sekolah kurang bagus legenda biru before zonasi merah after zonasi garis putus putus rata rata
425,2021-06-07 00:00:00,X / Twitter,https://x.com/schfess/status/1412208893619367936,"Sch! tapi aku ikut ppdb zonasi sman, dan kurang yakin lolos dgn jarak 2,3 km. Udah hopeless banget, doain aku ya biar bisa lolos di ppdb zonasi, setidaknya ada kesempatan buat ambil ips https://t.co/lL7hqQkEwE",Negatif,,,,,209,34,sch aku ikut ppdb zonasi sman kurang yakin lolos jarak hopeless doain aku biar lolos ppdb zonasi sempat buat ambil ips
426,29/04/2020,X / Twitter,https://x.com/schfess/status/1255397017330819073,"Sch! Kaka2 yg udh ngerasain ppdb zonasi boleh kasih tau ga keluh kesah nya apa,soalnya aku lgi ngerasain itu.dia prg luar jakarta trs pindah KK jdi ke jkt buat sekolah doang,and KK dia masuk zonasi salah satu SMA fav bgt",Netral,,,,,220,40,sch kaka ngerasain ppdb zonasi kasih tau keluh kesah apa soal aku lgi ngerasain prg luar jakarta trs pindah jdi jkt buat sekolah doang and masuk zonasi salah satu sma fav
427,2024-07-08 00:00:00,X / Twitter,https://x.com/Demokrat_TV/status/1821108008199573944,"PPDB bermasalah setiap tahun, Demokrat desak sistem zonasi sekolah dievaluasi. #ahy #demokrat #ppdb #zonasi https://t.co/2BvuovLby7",Netral,,,,,131,15,ppdb masalah tahun demokrat desak sistem zonasi sekolah evaluasi
428,2022-11-09 00:00:00,X / Twitter,https://x.com/sbmptnfess/status/1568766273676537858,"ptn! kenapa banyak yg kontra sama kebijakan nadiem, gw liat programnya bagus kok. semenjak kebijakan ppdb zonasi pun gw setuju aja",Positif,,,,,130,21,ptn banyak kontra sama bijak nadiem liat program bagus semenjak bijak ppdb zonasi tuju
431,2021-04-01 00:00:00,X / Twitter,https://x.com/sbmptnfess/status/1345988367767330818,"ptn! mari sebutkan keluh kesah akt 21: 1. Pertama kali secara official make UNBK pas jaman smp 2. Pertama kali ppdb make sistem zonasi 👁👄👁 3. Kelas 12 , last year of shs yg harusnya have fun a lot yg berubah jadi pjj + nambah minus mata 4. Sistem UTBK kaga (cont..)",Negatif,,,,,265,52,ptn sebut keluh kesah akt pertama kali official make unbk pas jaman smp pertama kali ppdb make sistem zonasi kelas last year shs harus have fun lot ubah pjj nambah minus mata sistem utbk kaga cont
432,2022-03-07 00:00:00,X / Twitter,https://x.com/schfess/status/1543475592326414336,Sch! Kaget banget 214km keterima PPDB zonasi😣 https://t.co/hrbQhOOFxY,Negatif,,,,,69,8,sch kaget terima ppdb zonasi
433,29/05/2021,X / Twitter,https://x.com/schfess/status/1398535187152003076,"Sch! Semisal seleksi univ pake ppdb zonasi, kalian dapet ptn mana? Me : UNS https://t.co/CQWzGWR64D",Netral,,,,,99,15,sch misal seleksi univ pake ppdb zonasi kalian dapet ptn mana uns
434,2026-06-02 00:00:00,X / Twitter,https://x.com/wahibmuhibi/status/2019797894266605647,"Oke, udah 100% validated yaa kalau SNBP atau SNMPTN pakai indikator yg namanya Index Sekolah! Apalagi, ke depan akan ada representasi Sekolah Rakyat di daerah, yang pasti secara Index akan lebih unggul. Ini adalah PR buat Pemerintah Daerah untuk mengkaji terkait PPDB Zonasi! https://t.co/gof4NMBhTw",Netral,,,,,299,44,oke validated yaa snbp snmptn pakai indikator nama index sekolah depan representasi sekolah rakyat daerah cara index unggul buat perintah daerah kaji kait ppdb zonasi
435,27/11/2024,X / Twitter,https://x.com/akuratco/status/1861563689205383678,"Presiden @prabowo meminta agar PPDB sistem zonasi dikaji lebih dalam. Hal ini terungkap usai adanya pertemuan dengan Mendikdasmen, Abdul Mu'ti. Diketahui, usulan PPDB zonasi agar dihapus disampaikan oleh Wapres @gibran_rakabuming. Lalu, usulan ini berujung pada panggilan langsung Prabowo kepada Abdul Mu'ti ke Istana Negara. Selain membahas soal PPDB zonasi, Prabowo dan Mu'ti juga membahas soal gaji guru. “Intinya, terkait PPDB, Pak Presiden meminta atau menugaskan kami untuk memperdalam kajian pelaksanaannya dan nanti keputusan terkait pelaksanaan PPDB akan dibahas secara khusus dalam sidang kabinet. Jadi sekarang kami masih memperdalam kembali kajian PPDB zonasi dan nanti hasilnya akan kami sampaikan ke Pak Presiden dan keputusannya akan disampaikan dalam sidang kabinet,"" kata Mu'ti kepada wartawan di kompleks Istana Kepresidenan, Jakarta, Selasa (26/11/2024).",Netral,,,,,873,119,presiden minta ppdb sistem zonasi kaji ungkap usai ada temu mendikdasmen abdul tahu usul ppdb zonasi hapus sampai wapres lalu usul ujung panggil langsung prabowo abdul istana negara bahas soal ppdb zonasi prabowo bahas soal gaji guru inti kait ppdb pak presiden minta tugas dalam kaji laksana putus kait laksana ppdb bahas khusus sidang kabinet sekarang dalam kaji ppdb zonasi hasil sampai pak presiden putus sampai sidang kabinet kata wartawan kompleks istana presiden jakarta selasa
436,27/12/2024,X / Twitter,https://x.com/tempodotco/status/1872479886201557347,Silang Pendapat Perbaikan Sistem Zonasi Kementerian Pendidikan Dasar dan Menengah tengah mengevaluasi PPDB jalur zonasi dengan melibatkan berbagai pihak. Kajian itu memunculkan tiga opsi. Menteri Pendidikan Dasar Abdul Mu’ti akan membahas ketiga opsi itu dalam rapat terbatas kabinet. Bagaimana sikap pemerintahan Prabowo Subianto terhadap PPDB jalur zonasi ini? #TempoHarian terbit empat kali sehari dalam bentuk digital. Baca di https://t.co/MR22quwcLm. #TempoHarian #TempoPlus,Netral,,,,,479,61,silang dapat baik sistem zonasi menteri didik dasar tengah tengah evaluasi ppdb jalur zonasi libat bagai pihak kaji muncul tiga opsi menteri didik dasar abdul muti bahas tiga opsi rapat batas kabinet bagaimana sikap perintah prabowo subianto ppdb jalur zonasi terbit empat kali hari bentuk digital baca
437,2022-09-10 00:00:00,X / Twitter,https://x.com/golkarpedia/status/1579071678381858816,Hetifah Dukung Permendikbud Terkait Sanksi Tegas Pemalsuan Dokumen PPDB Sistem Zonasi https://t.co/yFW5evF44G #airlanggahartarto #airlanggapemersatu #airlanggauntukindonesia #partaigolkar #golkarpedia #golkarsolid #DirgahayuAirlangga,Positif,,,,,233,19,hetifah dukung permendikbud kait sanksi tegas palsu dokumen ppdb sistem zonasi
438,17/09/2023,X / Twitter,https://x.com/tempodotco/status/1703202881988706662,Evaluasi Kemendikbudristek tentang PPDB Zonasi: Paling Banyak Manipulasi KK #TempoTekno https://t.co/BgLfCK2Q2Z,Netral,,,,,111,11,evaluasi kemendikbudristek ppdb zonasi paling banyak manipulasi
439,2025-02-02 00:00:00,X / Twitter,https://x.com/SINDOnews/status/1885961917287768173,3 Perbedaan PPDB Zonasi dengan SPMB Domisili di Penerimaan Siswa Baru 2025 https://t.co/CzMtvGc7SG,Netral,,,,,98,13,beda ppdb zonasi spmb domisili terima siswa baru
440,19/06/2026,X / Twitter,https://x.com/olcaykalkan1/status/2067968000410489186,🇹🇷Pusula portföyün yıldızlarından #PBR nin 🌞HAZİRAN günlük getirleri... #PBR #XU100 01.06 %+1.30✅️ %+0.30✅️ 02.06 %+3.52 ✅️ %+3.62✅️ 03.06 %+1.65✅️ %-1.65🔻 04.06 %+1.44✅️ %-0.67🔻 05.06 %+1.34✅️ %-1.28🔻 08.06 %+2.53✅️ %+1.22✅️ 09.06 %+0.50✅️ %-0.86🔻 10.06 %+0.76✅️ %+0.02✅️ 11.06 %+1.13✅️ %-0.01🔻 12.06 %+1.85✅️ %+1.42✅️ 15.06 %+1.64✅️ %+3.64✅️ 16.06 %+1.02✅️ %+0.32✅️ 17.06 %+1.31✅️ %-0.50🔻 18.06 %+1.52✅️ %+2.82✅️ Toplam %+23.85✅️ %+7.68✅️,Netral,,,,,440,56,pusula portfyn yldzlarndan nin haziran gnlk getirleri toplam
441,2020-08-12 00:00:00,X / Twitter,https://x.com/halokampus/status/1336199278797017088,PPDB zonasi dan SNMPTN https://t.co/VCdj0KGdTD,Netral,,,,,46,5,ppdb zonasi snmptn
442,14/10/2023,X / Twitter,https://x.com/arwidodo/status/1713033788865778109,"Permasalahan PPDB Zonasi (sekolah), ternyata pemerintah tidak melaksanakan amanat konstitusi https://t.co/Mbp982LJXJ",Negatif,,,,,116,11,masalah ppdb zonasi sekolah nyata perintah laksana amanat konstitusi
443,2025-02-07 00:00:00,X / Twitter,https://x.com/TirtoID/status/1940348472206520427,"Didemo Warga, Kepala SMAN 3 Tangsel Tanggapi Polemik PPDB Zonasi https://t.co/mjI3Hp86hp",Netral,,,,,88,11,demo warga kepala sman tangsel tanggap polemik ppdb zonasi
444,20/12/2024,X / Twitter,https://x.com/detikcom/status/1870037676642165025,Ada wacana sistem PPDB Zonasi akan dihapus. Pakar Unair pun sarankan hal ini. Via @detik_edu https://t.co/r8Of9pxuoR,Netral,,,,,116,16,wacana sistem ppdb zonasi hapus pakar unair saran
